-0.219168,0.813258,0.346734,-0.118091,-0.389941
-1.258062,0.060875,-0.551123,-0.053790,0.349339
0.121863,-0.828419,0.954578,0.113334,0.133441
-0.583122,-0.571761,0.871846,-0.039664,-0.321398
-0.666254,-0.387379,0.798650,-0.102766,-0.278348
0.425951,0.946009,0.225787,0.225550,-0.229298
1.497383,-0.539641,-0.218521,-0.462595,0.697981
0.620793,1.040191,0.200417,0.266457,-0.188460
0.448315,-0.404637,-0.282735,-0.313201,-0.495424
-0.392433,-0.603167,0.945906,-0.154117,-0.253461
0.665080,1.036471,0.185691,0.312137,-0.178783
-0.295850,-0.655292,0.931659,-0.054674,-0.181133
1.182075,-0.327414,-0.313612,-0.203844,-0.067162
0.996129,-0.268169,-0.350482,-0.187112,-0.278224
-1.202024,0.083607,-0.435784,-0.221510,-0.040212
0.193625,0.843256,-0.004155,0.696703,-0.021111
-1.286580,0.058383,-0.532742,-0.020546,0.046387
0.193588,0.945346,0.373116,-0.212400,-0.114966
0.724066,-0.251744,-0.359250,-0.187510,-0.412788
0.615308,1.028191,0.178038,0.325755,-0.169934
0.328846,0.957533,0.217405,0.218969,-0.250704
1.225118,-0.675077,-0.507863,0.427441,0.067265
0.670976,1.059323,0.243050,0.166029,-0.205348
0.874477,-0.408281,-0.684267,0.635037,-0.031554
-1.261266,0.049182,-0.533743,-0.002380,0.064543
0.617873,1.052926,0.223316,0.209656,-0.204865
-0.638628,-0.569611,0.643151,0.376166,-0.034192
0.585164,1.049796,0.223254,0.205022,-0.205323
0.417902,-0.454566,-0.676017,0.564019,-0.053196
0.091927,0.908791,0.285612,0.024153,-0.310150
0.996911,-0.377528,-0.709971,0.683673,-0.005020
1.011566,-0.233809,-0.522676,0.221479,-0.230747
-0.654374,-0.607296,0.629967,0.429944,-0.036845
0.117007,-0.763079,0.987469,-0.086386,0.400585
0.642363,1.031159,0.191456,0.289969,-0.155851
-1.179671,0.099726,-0.392752,-0.308831,-0.088963
-1.352494,0.004613,-0.671410,0.295994,0.201823
0.884957,-0.559913,-0.598995,0.482554,-0.018861
-0.746818,-0.609710,0.534200,0.608623,0.038179
-0.598162,-0.638832,0.646207,0.345628,0.367171
-1.250779,0.077855,-0.501103,-0.152556,0.237520
0.619014,-0.576875,-0.537317,0.299096,0.043890
-0.565647,-0.511296,0.830553,-0.035681,-0.262312
-1.233828,0.077677,-0.467546,-0.161298,-0.017921
1.139113,-0.299767,-0.387339,-0.049004,-0.290465
0.329288,-0.295749,-0.410315,-0.135761,-0.502916
-0.145434,0.825064,0.166560,0.290540,-0.209341
-1.317218,0.089100,-0.500955,-0.079689,-0.037476
1.405526,-0.379544,-0.260136,-0.453161,0.565653
-0.530013,-0.623448,0.718344,0.263775,0.043731
0.394303,-0.662179,-0.704526,0.727401,0.109051
0.945686,-0.561570,-0.293376,-0.148527,-0.279178
-1.226837,0.073580,-0.469146,-0.146214,0.003809
-0.096799,-0.841523,0.785200,0.359882,0.439693
0.361138,0.987862,0.275200,0.069624,-0.285613
-0.314712,-0.607278,0.984815,-0.176081,-0.294784
-0.555600,-0.615296,0.711843,0.329467,-0.081443
1.142182,-0.690845,-0.243943,-0.136998,-0.041757
-1.219479,0.072843,-0.465531,-0.148014,-0.011391
-0.043455,0.793684,0.027266,0.617324,-0.043359
-0.507740,-0.505371,0.856552,-0.096049,-0.219035
-0.616993,-0.451564,0.817632,-0.068735,-0.285595
-1.295516,0.040719,-0.585249,0.061345,0.253882
-0.544912,-0.472633,1.046605,-0.460569,-0.523774
0.645079,0.964496,-0.024966,0.773159,0.158774
0.536267,-0.505468,-0.260904,-0.243028,-0.370384
-1.239364,0.089630,-0.447976,-0.205893,-0.043825
-1.256427,0.061081,-0.509059,-0.054576,0.039444
